id,file,line,label,encoding,source,fr,status,notes
8b900ee4d06c,scripts/cinnabar island/pokemon lab/master ball mission intro.rbc,197,@billTalk8,cp1252,Bill: I do.\pNow.\c\h08ó\nListen to me.,,à_traduire,
4d6e58869b43,scripts/cinnabar island/pokemon lab/master ball mission intro.rbc,202,@billTalk9,cp1252,"The three of us can manufacture\nour own Master Ball in a\lrelatively short period of time[.]\pThere are a few practical matters,\nhowever[.]\pThat we're going to need some help\nto pull off.",,à_traduire,
b5ea1094ac9f,scripts/cinnabar island/pokemon lab/master ball mission intro.rbc,206,@billTalk10,cp1252,"Bill: This is where you come in,\n[player].",,à_traduire,
cb2764c4b179,scripts/cinnabar island/pokemon lab/master ball mission intro.rbc,211,@billTalk11,cp1252,"Bill: I'm going to need your help.\pI hate asking favors of anyone,\nbut it is what it is.\pIf nothing else, [player][.]\pI promise I'll make it worth your\nwhile.\c\h08ó Many times over.",,à_traduire,
d86ce846b983,scripts/cinnabar island/pokemon lab/master ball mission intro.rbc,215,@billTalk12,cp1252,"What I need from you is really\nvery simple.\pNumber one[.]\pDeep in Viridian Forest, I've\nplanted a particular rare breed of\lJohto Apricorns.\pAt least one of them should have\nsprouted by now; go pluck it and\lbring it here.",,à_traduire,
9c8a01032fb3,scripts/cinnabar island/pokemon lab/master ball mission intro.rbc,219,@billTalk13,cp1252,"Second, and more importantly,\n[player][.]\pI need access to your Rocket\nscientists' pirated Silph\ltecnhology.\pRansack the Rocket Lab on the\nmain floor of your HQ in Celadon.\pI have it on good record that your\npeople have made replicas of\lSilph's latest high-end Poké Ball\lprocessing chip.\pGrab one and bring it to us, as\nsoon as conceivably possible.",,à_traduire,
2f44d1f91403,scripts/cinnabar island/pokemon lab/master ball mission intro.rbc,223,@billTalk14,cp1252,"[player].\pYou have no idea what great\nthings are at stake here[.]\pNor the rewards that are in store\nfor you if you cooperate.\pDo what I ask, and you will not\nregret it.",,à_traduire,
af6b9644542c,scripts/cinnabar island/pokemon lab/master ball mission intro.rbc,227,@billTalk15,cp1252,"Now, gentlemen!\p[.]\pWe have work to do.",,à_traduire,
08d31ddc6003,scripts/cinnabar island/pokemon lab/mr fuji.rbc,15,@talk,utf-8,"Eh?\pYou better not be up to any\nfunny business, Rocket!",,à_traduire,
5128d28bc222,scripts/cinnabar island/pokemon lab/mr fuji.rbc,26,@beta3Talk,utf-8,"Eh?\nYou're back?\pWe need to take this from the\nstart, my memory is a bit foggy.",,à_traduire,
cc278fcf3ae0,scripts/cinnabar island/pokemon lab/mr fuji.rbc,37,@talk2,utf-8,"All right, Rocket[.]\pI'll accept your help, given\nwhat's at stake[.]\pBut once we're done here I want\nnothing more to do with you!",,à_traduire,
e05678bffc14,scripts/courtroom/level script.rbc,278,@talk,cp1252,Red.\pThe results of the genetic tests\npresented to the court[.]\pAnd the counsel of our leading\nmedical professionals[.]\pHave left little doubt in the\nminds of our jurors.,,à_traduire,
d73b7583c12b,scripts/courtroom/level script.rbc,281,@talk2,cp1252,"You've clearly suffered from\nsevere birth defects.\pWhatever you are, you are not a\nhuman being of upstanding physical\lor mental health.",,à_traduire,
c31426e92db4,scripts/courtroom/level script.rbc,284,@talk3,cp1252,"You have no birth certificate, and\nyou are not a legal citizen of\lKanto-Johto.\pIn short, you are not fit to be\nChampion of the Indigo League.",,à_traduire,
b6ecee08836c,scripts/courtroom/level script.rbc,287,@talk4,cp1252,"Consequently, the position falls\nto your predecessor[.]\c\h08ó Blue Oak.",,à_traduire,
148605fa84ec,scripts/courtroom/level script.rbc,290,@blueTalk,cp1252,"Blue: Your honor, I[.]\pI don't think[.]\c\h08ó\c\h08ó\nI want to be Champion anymore.\pLet someone else take it.",,à_traduire,
a8f89ed5fd78,scripts/courtroom/level script.rbc,293,@blueTalk2,cp1252,After what I've learned about\ngranpda[.]\pI don't need his approval anymore.\c\h08ó\nI[.]\c\h08ó have other stuff I need to do.,,à_traduire,
e88f6b7ed873,scripts/courtroom/level script.rbc,296,@talk5,cp1252,Judge: Very well.\pThen the position defaults to\nLance.,,à_traduire,
b0f5f0187563,scripts/courtroom/level script.rbc,299,@lanceTalk,cp1252,"Lance: Oh, your honor!\pI'll gladly accept the burden of\nresuming my position!",,à_traduire,
c4120b999327,scripts/courtroom/level script.rbc,302,@talk6,cp1252,Judge: Then the matter is settled.,,à_traduire,
a6377729fd9c,scripts/courtroom/level script.rbc,305,@talk7,cp1252,Red[.]\c\h08ó\nYour case is unprecedented.\pWe've tried our best to treat you\nwith sympathy.\pBut we must take the safety of the\npublic into account.,,à_traduire,
406ddc321c6f,scripts/courtroom/level script.rbc,308,@talk8,cp1252,Your Pokémon license will be\nrevoked with immediate effect.\pAn unstable person like you cannot\nbe allowed to wield lethally\lpowerful Pokémon in battle.,,à_traduire,
bba850342887,scripts/courtroom/level script.rbc,311,@talk9,cp1252,"Out in the wilderness, perhaps[.]\c\h08ó\nIn the name of self-defense.\pNot in civilized society.",,à_traduire,
f0c6540b1194,scripts/courtroom/level script.rbc,314,@talk10,cp1252,That is all.\c\h08ó\nYou are excused.,,à_traduire,
b026b28a572f,scripts/courtroom/level script.rbc,317,@talk11,cp1252,You've been accused of voluntary\nmanslaughter[.]\pAnd of conspiring to upend the\ngovernment through[.]\p(Ahem!)\c\h08ó\nPlease excuse me[.],,à_traduire,
4e6616b986e9,scripts/courtroom/level script.rbc,320,@talk12,cp1252,"Through engineering a genetically\nmodified clone of a human boy[.]\pGroomed from birth to be blood-\nthristy and obedient to authority[.]\pUniquely suited to take down the\nIndigo League Champion[.]\pCreated all as part of an eleven-\nyear plan to return to power[.]\pIn a secret laboratory, hidden\nfrom public view.",,à_traduire,
ab984df681b7,scripts/courtroom/level script.rbc,323,@talk13,cp1252,[.]\c\h08ó\nBut the lab in question is empty.,,à_traduire,
c1f65b40a645,scripts/courtroom/level script.rbc,326,@talk14,cp1252,For a charge this implausible to\nhold any weight we'd have to be\lpresented with substantial evidence.,,à_traduire,
6c2f8f072d4a,scripts/courtroom/level script.rbc,329,@talk15,cp1252,No such evidence has surfaced.\c\h08ó\nThe charge is dismissed.,,à_traduire,
8f69e22179d8,scripts/courtroom/level script.rbc,332,@talk16,cp1252,Moreover[.]\pNo reliable eyewitness testimonies\ncould be brought forth about your\linvolvement in Agatha's death.\pIn good faith we can only conclude\nthat she died in an unfortunate\laccident of Pokémon battle.,,à_traduire,
53a488081933,scripts/courtroom/level script.rbc,335,@talk17,cp1252,On the other hand[.]\pThe jury unanimously declares you\nguilty of violating your ban on\lPokémon battle.,,à_traduire,
be08bf8d1890,scripts/courtroom/level script.rbc,338,@talk18,cp1252,"In summary, professor[.]",,à_traduire,
1aad63e780ed,scripts/courtroom/level script.rbc,341,@talk19,cp1252,You do not appear to pose a threat\nto the public's well-being[.]\pBut you have shown a terrible\nlack of regard for Kanto's laws.,,à_traduire,
cd052072362e,scripts/courtroom/level script.rbc,344,@talk20,cp1252,"No official anywhere will grant\nyou another Pokémon license.\pYour research will not be funded.\pProfessor Oak, you are hereby\nbanished from the Kanto region.\pSeek your fortunes elsewhere!",,à_traduire,
79061ed0285d,scripts/courtroom/level script.rbc,347,@talk21,cp1252,"As member of crime syndicate\n""Team Rocket""[.]\pWith honorable title[.]\c\h08ó\n""Boss""[.]",,à_traduire,
c7b7d3a67343,scripts/courtroom/level script.rbc,350,@talk22,cp1252,You stand accused of countless\nalleged and confirmed counts of\lPokémon theft[.],,à_traduire,
32c090bfeb67,scripts/courtroom/level script.rbc,353,@innocent22,cp1252,You stand accused of several\nconfirmed counts of Pokémon theft.,,à_traduire,
accc0e77e3df,scripts/courtroom/level script.rbc,356,@talk23,cp1252,Violent coercion and\nintimidation[.]\pComplicity in Pokémon smuggling\nand violence towards women[.],,à_traduire,
1865f1db84eb,scripts/courtroom/level script.rbc,359,@robberyTalk,cp1252,Armed robbery[.],,à_traduire,
b0193a981399,scripts/courtroom/level script.rbc,362,@bicycleTalk,cp1252,Bicycle theft[.],,à_traduire,
97a6a107ea4f,scripts/courtroom/level script.rbc,365,@licenseTalk,cp1252,Possession and use of a forged\nPokémon license[.],,à_traduire,
b5d88ff84deb,scripts/courtroom/level script.rbc,368,@policeTalk,cp1252,Threatening and attacking a police\nofficer[.],,à_traduire,
6cdca9f8f5ff,scripts/courtroom/level script.rbc,371,@pimpTalk,cp1252,And assisting the operations of\na pair of unlicensed procurers\loperating in the Underground Path.,,à_traduire,
b4f905b2ad95,scripts/courtroom/level script.rbc,374,@guiltyTalk,cp1252,"[player], there is a bounty on your\nhead of [$][buffer1],000.",,à_traduire,
97583dcbd957,scripts/courtroom/level script.rbc,377,@guiltyTalk2,cp1252,You will owe the region of Kanto\nthis amount in reparations for\lyour crimes.,,à_traduire,
40a02d3cb78a,scripts/courtroom/level script.rbc,380,@guiltyTalk3,cp1252,"Finally, the jury declares your\nsentence to be[.]",,à_traduire,
ac2a4e286184,scripts/courtroom/level script.rbc,383,@guiltyTalk4,cp1252,[buffer1] years served in regional\npenitentary.,,à_traduire,
43c9db77b51a,scripts/courtroom/level script.rbc,386,@innocentTalk,cp1252,"That being said[.]\pThere is no bounty on your head at\nall, despite your high position.",,à_traduire,
a61ef4e60d5b,scripts/courtroom/level script.rbc,389,@innocentTalk2,cp1252,This seems to me to be a promising\nsign[.]\pThat your conscience is intact.\pThe corruption hasn't seeped in\ntoo deep.,,à_traduire,
89c770617285,scripts/courtroom/level script.rbc,392,@innocentTalk3,cp1252,"Nevertheless, the jury declares\nyour sentence to be[.]",,à_traduire,
c62d870dcba6,scripts/courtroom/level script.rbc,395,@innocentTalk4,cp1252,1 year served in regional\npenitentary.,,à_traduire,
079c5648d883,scripts/courtroom/level script.rbc,398,@talk24,cp1252,"I can only hope you've enjoyed your\ntime in the criminal underworld,\l[player].",,à_traduire,
c8ade110b5f8,scripts/courtroom/level script.rbc,401,@talk25,cp1252,It's plain to see why living beyond\nthe law attracted you.\pIn a gang like Team Rocket it may\nseem as if you can get away with\lany depravity you like.,,à_traduire,
0c2d3bcfb9da,scripts/courtroom/level script.rbc,404,@talk26,cp1252,"But eventually[.]\c\h08ó\nThe chickens come home to roost.\pYou've had your thrills, and now\nI'm afraid it's time we brought\lyou back to the real world.",,à_traduire,
95fae84e8823,scripts/courtroom/level script.rbc,407,@talk27,cp1252,[player][.]\c\h08ó\c\h08ó\nI declare you guilty as charged!,,à_traduire,
34d81418ecb5,scripts/courtroom/transition map.rbc,28,@redTrialTalk,cp1252,Will the defendant please rise.\pWe are prepared to deliver our\nverdict.,,à_traduire,
97b5c9f60040,scripts/courtroom/transition map.rbc,31,@oakTrialTalk,cp1252,Professor Samuel Oak.,,à_traduire,
5e9fad945d8c,scripts/courtroom/transition map.rbc,34,@playerTrialTalk,cp1252,[player].\c\h08ó\nPlease approach the bench.,,à_traduire,
1282e4643136,scripts/crowbar.rbc,106,@successText,cp1252,[player] applied the Crowbar to\npry the door open[.]\p[.]\c\h08ó[.]\c\h08ó[.],,à_traduire,
a344f110a12a,scripts/crowbar.rbc,109,@successText2,cp1252,[.]ah!\c\h08ó It gave!,,à_traduire,
a89356494919,scripts/crowbar.rbc,112,@notNowText,cp1252,"[player] swung the Crowbar through\nthe air[.]\c\h08ó no regrets, Mr. Freeman..!",,à_traduire,
dd15fc3f486a,scripts/crowbar.rbc,115,@alreadyOpenText,cp1252,[player] took out the Crowbar[.]\c\h08ó\n[.]but this door is already open!,,à_traduire,
b677b57df4b6,scripts/end credits/credits sequence.rbc,111,@billTalk,cp1252,"Hello..?\p[.]\c\h08ó\nAh, yes[.]\pIt's the ladder by the bookshelf[.]\c\h08ó\nClimb on down-- I'm already here.",,à_traduire,
2c67505233ae,scripts/end credits/endgame level script.rbc,37,@text,cp1252,"Are you sure?\pIf you choose not to save, the\ngame will reset to your previous\lsave file, before fighting Oak.",,à_traduire,
10d39d3362d5,scripts/end credits/endgame level script.rbc,55,@talk,cp1252,"Oi, you lazy oaf!\c\h08ó\nGet up!\p[.]\c\h08ó\nYou've got a visitor.",,à_traduire,
b413ace472a7,scripts/flashback (faraway island + oak's lab + mansion)/cinnabar island (outside).rbc,79,@bossTalk,utf-8,"At the time, I was the richest man\nin Kanto, and a devout member of\lOak's Elite Four.",,à_traduire,
8fe4119a7ad1,scripts/flashback (faraway island + oak's lab + mansion)/cinnabar island (outside).rbc,82,@bossTalk2,utf-8,I wanted to do everything I could\nfor Kanto[.]\pSo I funded the project.,,à_traduire,
4d9354cbe0ee,scripts/flashback (faraway island + oak's lab + mansion)/cinnabar island (outside).rbc,86,@bossTalk3,utf-8,Nobody knows.,,à_traduire,
5e03872b093b,scripts/flashback (faraway island + oak's lab + mansion)/cinnabar island (outside).rbc,90,@bossTalk4,utf-8,The old guy has been missing ever\nsince the end of the war.,,à_traduire,
047efdb31f6d,scripts/flashback (faraway island + oak's lab + mansion)/cinnabar island (outside).rbc,94,@mewTalk,utf-8,"When that war of yours finally\ncame to an end[.]\pDisgusted, fearful[.]\pFrom the things he had done and\nseen[.]",,à_traduire,
7f8aaa70f536,scripts/flashback (faraway island + oak's lab + mansion)/cinnabar island (outside).rbc,98,@mewTalk2,utf-8,He ran away.,,à_traduire,
9a9570eb6dda,scripts/flashback (faraway island + oak's lab + mansion)/cinnabar island 3 (missingno reveal).rbc,35,@talk,utf-8,Right along the eastern shore\nof Cinnabar Island.\pFrozen beneath the ocean surface[.],,à_traduire,
2e82c3fb44aa,scripts/flashback (faraway island + oak's lab + mansion)/cinnabar island 3 (missingno reveal).rbc,38,@talk2,utf-8,I presumed it would only be a\nmatter of time[.]\pBefore the creature would find a\nway to break free from my remote-\lcontrolled protection systems[.],,à_traduire,
2590556e41e8,scripts/flashback (faraway island + oak's lab + mansion)/faraway island level script.rbc,138,@bossTalk,utf-8,"As far as I know, that's where it\nstill hides to this day.\pNo capture expedition since--\nnot by the government, by us or\lany other party for that matter,\lhas been successful.",,à_traduire,
c45c7a038021,scripts/flashback (faraway island + oak's lab + mansion)/oak's lab.rbc,33,@bossTalk,cp1252,"By far the strongest Pokémon in\nexistence, but contained in the\lbody of the most benevolent and\lsofthearted creature you could\lever see.",,à_traduire,
65c55018e11a,scripts/flashback (faraway island + oak's lab + mansion)/oak's lab.rbc,36,@bossTalk1.5,cp1252,"We couldn't make the thing knock\nout a Magikarp for sport, let\lalone ravage a crowd of enemy\lmonsters in the field.",,à_traduire,
0c08e255eb70,scripts/flashback (faraway island + oak's lab + mansion)/oak's lab.rbc,39,@bossTalk2,cp1252,"So Oak decided on another\nsolution.\pTo harness Mew's power, they would\ncreate from it a genetic clone,\lconditioned from birth to be\ldevoid of empathy, and to possess\lan innate urge for battle.",,à_traduire,
1b2371faaa84,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,539,@bossTalk,cp1252,"Blaine, Fuji, Bill, and professor\nShigeki, Kanto's authority on\lgenetic engineering.",,à_traduire,
e32d885ccf80,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,543,@bossTalk2,cp1252,"Each member was a genius in his\nown right, and wasn't afraid to\lwork day and night for months for\la chance to save Kanto.",,à_traduire,
b2b281cc8324,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,546,@bossTalk3,cp1252,The project proved much more\ndifficult than expected.,,à_traduire,
9f0d391e8054,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,549,@bossTalk4,cp1252,"Most test cases came out as\nformless, half-dead pieces of\lflesh that did not resemble Mew in\lany way.",,à_traduire,
2662d65dbc07,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,553,@bossTalk5,cp1252,Though equally as erratic and\ndisgustingly shapeless as the\lothers[.]\pThis newborn monster had inherited\nMew's strength.,,à_traduire,
f1611f763439,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,557,@bossTalk6,cp1252,"It broke free from its test tube\nand escaped the lab, killing\lseveral of the earlier specimen in\lits wake.",,à_traduire,
df688b589ab9,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,561,@bossTalk7,cp1252,"This little incident became known\nas ""The Catastrophe"".\pAnd it scarred the scientists as\nwell as it did me.",,à_traduire,
92bf2081f24b,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,565,@bossTalk8,cp1252,"I began to lose faith in my\ninvestment, and I think Oak was\lstarting to feel the same way.",,à_traduire,
79246cff4eb5,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,569,@bossTalk10,cp1252,"Fuji suggested a way to contain\nMew's power within a solid,\lsentient body.",,à_traduire,
9130dd80b19c,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,574,@bossTalk11,cp1252,By creating a clone that would\ncombine Mew's DNA with that of a\lhuman.,,à_traduire,
7c8db91871c6,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,578,@bossTalk12,cp1252,"Initial tests proved promising,\nand the scientists agreed to each\lcontribute a sample of their own\lDNA to be used for the Mew clone.",,à_traduire,
6fac4eca1137,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,583,@bossTalk13,cp1252,Oak was the only one who refused\nto provide a DNA sample.\pHis skepticism for the project had\nby now risen to a peak.,,à_traduire,
ad2ab7192f86,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,586,@bossTalk14,cp1252,"Sooner than anyone could\nanticipate, the team had produced\ltheir definite ""Mewtwo"".",,à_traduire,
3e237088558b,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,591,@bossTalk15,cp1252,"A human-like, immensely powerful\npsychic Pokémon[.]\pPossessing the requisite cold,\nblood-thirsty mind and sapient\lintelligence.",,à_traduire,
8843049c8c58,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,595,@bossTalk16,cp1252,"Devoid of empathy, but\ndisturbingly intelligent, the\lnewborn clone could find no reason\lto fight for Kanto's cause.",,à_traduire,
0a86fe6e9ad9,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,599,@bossTalk17,cp1252,Why the war did not appeal to\nMewtwo we couldn't quite say[.]\pBut it refused to be used as a\nmilitary weapon.,,à_traduire,
934453a57159,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,603,@bossTalk18,cp1252,And when we insisted[.]\c\h08ó\nIt rebelled.,,à_traduire,
c5f8920ec020,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,607,@bossTalk19,cp1252,"With psychic powers we had no\nmeans to control, Mewtwo ruined\lthe lab and escaped the scientists\lwho had given it life.",,à_traduire,
e403cf0b3a70,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,611,@shigekiTalk,cp1252,"""The Catastrophe""[.]\c\h08ó\nIt was an abomination[.]\pPowerful, yes[.]\c\h08ó\nBut erratic and uncontrollable.\pIt was as if[.]\c\h08ó its presence would\ndistort the fabric of reality[.]",,à_traduire,
cf6c4bff01b7,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,615,@shigekiTalk2,cp1252,Like nothing we had ever seen[.]\c\h08ó\nIt was clearly too much to handle.,,à_traduire,
d263193dce57,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,619,@shigekiTalk3,cp1252,As you probably know already[.]\pIt made its escape in a violent\nfrenzy.,,à_traduire,
923e472ca016,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,625,@shigekiTalk4,cp1252,The monster didn't get far before\nI was able to immobilize it and\lput it to sleep.,,à_traduire,
ce355e2905d0,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,630,@shigekiTalk5,cp1252,I told the others I had everything\nunder control.\pWhen they asked me where the\ncreature lay dormant[.]\pI said I didn't know.,,à_traduire,
fc4ab199a048,scripts/flashback (faraway island + oak's lab + mansion)/pokemon mansion.rbc,634,@shigekiTalk6,cp1252,But the truth was[.]\c\h08ó\nI knew it all too well.,,à_traduire,
22847008e21b,scripts/flashback (faraway island + oak's lab + mansion)/transition map 2.rbc,15,@oakTalk,utf-8,I will return with a vengeance.,,à_traduire,
100e4267aa2f,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,259,@bossTalk,cp1252,It was eleven years ago[.],,à_traduire,
7ecfc85d283b,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,262,@bossTalk2,cp1252,But we had something that Lance\nand his boys did not[.]\pSomething we knew was the key to\nvictory[.],,à_traduire,
fa6af1cbf80b,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,265,@bossTalk3,cp1252,One so rare most laymen thought it\njust a legend[.],,à_traduire,
5f06ab4f4f90,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,269,@bossTalk4,cp1252,But legends don't win wars.\nOak knew better.,,à_traduire,
4765ed11e559,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,272,@bossTalk5,cp1252,But Mew could not be brandished\nlike artillery on the battlefield\lthe way Lance did his Johto dogs.\pAnd nor did Oak expect it could.,,à_traduire,
bde19782f74a,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,275,@bossTalk6,cp1252,"They called it[.]\c\h08ó\n""The Mewtwo Project"".",,à_traduire,
57e740d441cc,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,278,@bossTalk7,cp1252,An impressive team was assembled.,,à_traduire,
4d4576e65f6e,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,282,@bossTalk8,cp1252,But[.],,à_traduire,
51d681d35bd2,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,285,@bossTalk9,cp1252,One of these early failures[.]\c\h08ó\nwas particularly nasty.,,à_traduire,
479f48488d1a,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,288,@bossTalk10,cp1252,"Luckily, however[.]\pDr. Fuji soon gave new hope to the\nproject.",,à_traduire,
8ef3ac9b2ede,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,292,@bossTalk11,cp1252,"Ironically, however[.]\c\h08ó\nFuji's theory proved correct.",,à_traduire,
8f832d25dbbf,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,295,@bossTalk12,cp1252,"Before anyone could prepare it for\nthe field, however[.]\pThe Mewtwo Project[.]\c\h08ó reached its\nnatural conclusion.",,à_traduire,
c37e3cc48713,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,298,@bossTalk13,cp1252,"Driven, we believe, by a desire to\nfind worthy Pokémon opponents, it\lsought refuge in the depths of a\lnotoriously dangerous cave outside\lCerulean City.",,à_traduire,
fb48553adad4,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,301,@bossTalk14,cp1252,Soon after Mewtwo's escape[.]\c\h08ó\nIt was all over.,,à_traduire,
1e3f6efaf14e,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,304,@bossTalk15,cp1252,We had done our best to destroy\nall evidence of the project.\pBut there was no hiding the team's\ninvolvement in some kind of\lmilitary research.,,à_traduire,
1a11c49ae376,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,308,@bossTalk16,cp1252,Blaine and Bill were more\nreluctant[.],,à_traduire,
d2d9b18ee496,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,311,@bossTalk17,cp1252,"Now, as to this Shigeki[.]",,à_traduire,
05ca00001d63,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,314,@bossTalk18,cp1252,And me?,,à_traduire,
29e269e7dc1a,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,317,@bossTalk19,cp1252,Then I would cripple him from\ninside.\pI never looked back.,,à_traduire,
aab5f603c635,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,320,@mewTalk,cp1252,"Shigeki, you see[.]\pWas an old man in the days when\nthey gave birth to me.",,à_traduire,
2efe45005441,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,324,@mewTalk2,cp1252,He abandoned all his ties to his\npast life as a scientist[.]\pFar away from the public eye[.],,à_traduire,
b38b9ec835f6,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,327,@mewTalk3,cp1252,"Hehehehe[.]\c\h08ó\nYes[.]\pThese days, you see[.]\c\h08ó\nShigeki is[.]",,à_traduire,
370ea87497ba,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,330,@shigekiTalk1,cp1252,Until the first specimen was ready\nbefore our eyes.,,à_traduire,
9222329c5ca6,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,333,@shigekiTalk2,cp1252,"Thankfully, I had wireless safety\nmechanisms in place to stop it.",,à_traduire,
42fbec86f9ce,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,337,@shigekiTalk3,cp1252,"I was just too scared to admit, to\nall these powerful people[.]\pThat ""The Catastrophe"" was hiding\nright under our noses[.]",,à_traduire,
21e8f2f44744,scripts/flashback (faraway island + oak's lab + mansion)/transition map dialogue.rbc,342,@shigekiTalk4,cp1252,But[.]\c\h08ó\nIt still hasn't.,,à_traduire,
4b20284b8517,scripts/flashback (faraway island + oak's lab + mansion)/viridian city (outside).rbc,25,@talk,cp1252,An inconspicuous old citizen of\nViridian City.\p[.]\pNotable to his neighbors only for\nhis frequent drunken bouts[.]\pAnd[.]\c\h08ó his habit of keenly showing\npasserby youngsters how to catch\ltheir first Pokémon.,,à_traduire,
5d75ebfdda86,scripts/flashlight.rbc,41,@flashOn,utf-8,[player] switched on the\nFlashlight.,,à_traduire,
ad4b0d0f7ef3,scripts/flashlight.rbc,45,@lightText,utf-8,It lit up the cave!,,à_traduire,
d23cfe190cac,scripts/flashlight.rbc,48,@noCaveText,utf-8,[player] switched on the\nFlashlight.\p[.]\pBut it was not needed!,,à_traduire,
e4cd400efbba,scripts/flashlight.rbc,51,@onText,utf-8,[.]\nBut the Flashlight is already on!,,à_traduire,
0ba19dec8916,scripts/fuschia city/clyde.rbc,11,@talk,utf-8,"Yo!\nRocket!\pI can see plainly what you are,\nbut I'm not gonna stop you.\pKoga's my boss, and he says he\nneeds a Rocket's help, so fine..!\p[.]\pBy the way, if you're going in to\ntalk business, the other Trainers\lwon't challenge you unprovoked.\pBut if you go up and talk to them,\nthey won't turn down a battle!",,à_traduire,
f44863bd21db,scripts/fuschia city/fishing guru junior.rbc,11,@talk,utf-8,I guess[.] you were a good guy\nafter all..?,,à_traduire,
cce287cd70e6,scripts/fuschia city/fishing guru level script.rbc,105,@guruTalk,cp1252,"You know, junior[.]\pYou've shaped up to be quite the\nable fisherman.\pHow proud I am, seeing you[.] with\nthat Rod clutched expertly in your\lhands[.] austere fish-catching\ldetemination in your eyes[.]\pIt's beyond description.",,à_traduire,
255862d9ab92,scripts/fuschia city/fishing guru level script.rbc,109,@guruTalk2,cp1252,I think it's finally time[.]\c\h08ó I\nlet you in on our family secrets.,,à_traduire,
77d753d8a09f,scripts/fuschia city/fishing guru level script.rbc,113,@sonTalk,cp1252,"Oh, gee, dad!\nWhat kind of secret is that?\pI promise I won't tell anyone!",,à_traduire,
c80346fb13e9,scripts/fuschia city/fishing guru level script.rbc,117,@guruTalk3,cp1252,The secret behind[.]\c\h08ó\nWhat makes our Rod so[.]\c\h08ó GOOD.\pWhy it will forever be the envy of\nmy younger brother.,,à_traduire,
